time,open,high,low,close,Volume,Volume MA
2021-07-19T00:00:00Z,31794.49,35448.97,29296.39,35428.28,18634.49773061,33494.449346938134
2021-07-26T00:00:00Z,35438.93,42614.85,35282.7,39839,28188.1833748,32998.88421306714
2021-08-02T00:00:00Z,39875.2,45355,37300,43858.42,27044.306484919995,32533.589164645637
2021-08-09T00:00:00Z,43836.05,48190,42811.26,47028.3,18991.78406847,31749.643575628637
2021-08-16T00:00:00Z,47024.96,49833.02,43935.54,49301.86,16287.201246870003,31473.75926454014
2021-08-23T00:00:00Z,49296.71,50562.11,46309.33,48808.72,12312.246596190002,30911.54470333564
2021-08-30T00:00:00Z,48782.56,51900,46532.42,51809.28,12460.77073271,29504.902702801144
2021-09-06T00:00:00Z,51809.28,52956.47,42900.01,46035,19089.43743388,28292.667667197144
2021-09-13T00:00:00Z,46039.42,48834,43400,47245.25,11156.294539870001,27459.58587211514
2021-09-20T00:00:00Z,47257.86,47334.54,39573.21,43204.73,22448.68396705,27092.728518194643
2021-09-27T00:00:00Z,43162.82,49225.55,40750,48235.93,14575.88948732,25839.95161802464
2021-10-04T00:00:00Z,48231.04,56168,46900,55063.3,14967.579821189998,21892.647146487638
